C0000100,C0000200,birth_year,survey_year,age,n_items_observed,any_qualifying_event,positive_items,item_codes,item_families,in_age_window_15_25,pre_predictor_cutoff
637501,6375.0,1979.0,2000,21.0,1,0.0,0.0,Y1176200,physical_fight,True,False
637501,6375.0,1979.0,2002,23.0,1,0.0,0.0,Y1416800,physical_fight,True,False
637501,6375.0,1979.0,2004,25.0,1,0.0,0.0,Y1668200,physical_fight,True,False
637501,6375.0,1979.0,2008,29.0,1,0.0,0.0,Y2257500,physical_fight,False,False
637501,6375.0,1979.0,2012,33.0,1,0.0,0.0,Y2959200,physical_fight,False,False
637502,6375.0,1980.0,1990,10.0,1,0.0,0.0,C0942400,hurt_need_doctor,False,True
637502,6375.0,1980.0,1996,16.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
637502,6375.0,1980.0,1998,18.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
637502,6375.0,1980.0,2000,20.0,1,0.0,0.0,Y1176200,physical_fight,True,False
637502,6375.0,1980.0,2002,22.0,1,0.0,0.0,Y1416800,physical_fight,True,False
637502,6375.0,1980.0,2004,24.0,1,0.0,0.0,Y1668200,physical_fight,True,False
637502,6375.0,1980.0,2006,26.0,1,0.0,0.0,Y1941500,physical_fight,False,False
637502,6375.0,1980.0,2008,28.0,1,0.0,0.0,Y2257500,physical_fight,False,False
637502,6375.0,1980.0,2010,30.0,1,0.0,0.0,Y2609100,physical_fight,False,False
637701,6377.0,1986.0,2002,16.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
637701,6377.0,1986.0,2004,18.0,1,0.0,0.0,Y1668200,physical_fight,True,False
637701,6377.0,1986.0,2006,20.0,1,0.0,0.0,Y1941500,physical_fight,True,False
637701,6377.0,1986.0,2008,22.0,1,0.0,0.0,Y2257500,physical_fight,True,False
637701,6377.0,1986.0,2010,24.0,1,0.0,0.0,Y2609100,physical_fight,True,False
637701,6377.0,1986.0,2012,26.0,1,0.0,0.0,Y2959200,physical_fight,False,False
637901,6379.0,1984.0,2000,16.0,1,1.0,1.0,Y1176200,physical_fight,True,False
637901,6379.0,1984.0,2002,18.0,1,1.0,1.0,Y1416800,physical_fight,True,False
637901,6379.0,1984.0,2004,20.0,1,0.0,0.0,Y1668200,physical_fight,True,False
637901,6379.0,1984.0,2006,22.0,1,0.0,0.0,Y1941500,physical_fight,True,False
637901,6379.0,1984.0,2008,24.0,1,0.0,0.0,Y2257500,physical_fight,True,False
637901,6379.0,1984.0,2010,26.0,1,0.0,0.0,Y2609100,physical_fight,False,False
637901,6379.0,1984.0,2012,28.0,1,0.0,0.0,Y2959200,physical_fight,False,False
637902,6379.0,2000.0,2016,16.0,1,0.0,0.0,Y3670801,hurt_physically,True,False
638001,6380.0,1976.0,1988,12.0,1,0.0,0.0,C0730700,hurt_need_doctor,False,True
638001,6380.0,1976.0,1990,14.0,1,0.0,0.0,C0942400,hurt_need_doctor,False,True
638001,6380.0,1976.0,1994,18.0,3,0.0,0.0,Y0375300;Y0375900;Y0376500,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
638001,6380.0,1976.0,1996,20.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
638001,6380.0,1976.0,2000,24.0,1,0.0,0.0,Y1176200,physical_fight,True,False
638001,6380.0,1976.0,2002,26.0,1,0.0,0.0,Y1416800,physical_fight,False,False
638101,6381.0,1977.0,1988,11.0,1,0.0,0.0,C0730700,hurt_need_doctor,False,True
638101,6381.0,1977.0,1990,13.0,1,0.0,0.0,C0942400,hurt_need_doctor,False,True
638101,6381.0,1977.0,1994,17.0,3,1.0,1.0,Y0375300;Y0375900;Y0376500,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
638101,6381.0,1977.0,1996,19.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
638101,6381.0,1977.0,2000,23.0,1,0.0,0.0,Y1176200,physical_fight,True,False
638101,6381.0,1977.0,2002,25.0,1,0.0,0.0,Y1416800,physical_fight,True,False
638101,6381.0,1977.0,2004,27.0,1,0.0,0.0,Y1668200,physical_fight,False,False
638101,6381.0,1977.0,2006,29.0,1,0.0,0.0,Y1941500,physical_fight,False,False
638101,6381.0,1977.0,2008,31.0,1,0.0,0.0,Y2257500,physical_fight,False,False
638101,6381.0,1977.0,2010,33.0,1,0.0,0.0,Y2609100,physical_fight,False,False
638102,6381.0,1979.0,1990,11.0,1,0.0,0.0,C0942400,hurt_need_doctor,False,True
638102,6381.0,1979.0,1994,15.0,3,1.0,1.0,Y0375300;Y0375900;Y0376500,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
638102,6381.0,1979.0,1996,17.0,2,0.0,0.0,Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor,True,False
638102,6381.0,1979.0,1998,19.0,3,1.0,1.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
638102,6381.0,1979.0,2000,21.0,1,0.0,0.0,Y1176200,physical_fight,True,False
638102,6381.0,1979.0,2002,23.0,1,0.0,0.0,Y1416800,physical_fight,True,False
638102,6381.0,1979.0,2004,25.0,1,0.0,0.0,Y1668200,physical_fight,True,False
638102,6381.0,1979.0,2006,27.0,1,0.0,0.0,Y1941500,physical_fight,False,False
638102,6381.0,1979.0,2008,29.0,1,0.0,0.0,Y2257500,physical_fight,False,False
638201,6382.0,1977.0,1988,11.0,1,0.0,0.0,C0730700,hurt_need_doctor,False,True
638201,6382.0,1977.0,1990,13.0,1,0.0,0.0,C0942400,hurt_need_doctor,False,True
638201,6382.0,1977.0,1994,17.0,3,0.0,0.0,Y0375300;Y0375900;Y0376500,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
638201,6382.0,1977.0,1996,19.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
638201,6382.0,1977.0,1998,21.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
638201,6382.0,1977.0,2000,23.0,1,0.0,0.0,Y1176200,physical_fight,True,False
638201,6382.0,1977.0,2002,25.0,1,0.0,0.0,Y1416800,physical_fight,True,False
638201,6382.0,1977.0,2004,27.0,1,0.0,0.0,Y1668200,physical_fight,False,False
638201,6382.0,1977.0,2006,29.0,1,0.0,0.0,Y1941500,physical_fight,False,False
638201,6382.0,1977.0,2008,31.0,1,0.0,0.0,Y2257500,physical_fight,False,False
638201,6382.0,1977.0,2010,33.0,1,0.0,0.0,Y2609100,physical_fight,False,False
638202,6382.0,1983.0,1998,15.0,3,1.0,1.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
638202,6382.0,1983.0,2000,17.0,1,1.0,1.0,Y1176200,physical_fight,True,False
638202,6382.0,1983.0,2002,19.0,1,0.0,0.0,Y1416800,physical_fight,True,False
638202,6382.0,1983.0,2004,21.0,1,0.0,0.0,Y1668200,physical_fight,True,False
638202,6382.0,1983.0,2006,23.0,1,0.0,0.0,Y1941500,physical_fight,True,False
638202,6382.0,1983.0,2008,25.0,1,0.0,0.0,Y2257500,physical_fight,True,False
638202,6382.0,1983.0,2010,27.0,1,0.0,0.0,Y2609100,physical_fight,False,False
638202,6382.0,1983.0,2012,29.0,1,0.0,0.0,Y2959200,physical_fight,False,False
638301,6383.0,1974.0,1988,14.0,1,0.0,0.0,C0730700,hurt_need_doctor,False,True
638301,6383.0,1974.0,1990,16.0,1,0.0,0.0,C0942400,hurt_need_doctor,True,False
638301,6383.0,1974.0,2000,26.0,1,0.0,0.0,Y1176200,physical_fight,False,False
638301,6383.0,1974.0,2004,30.0,1,0.0,0.0,Y1668200,physical_fight,False,False
638301,6383.0,1974.0,2006,32.0,1,0.0,0.0,Y1941500,physical_fight,False,False
638301,6383.0,1974.0,2008,34.0,1,0.0,0.0,Y2257500,physical_fight,False,False
638302,6383.0,1975.0,1988,13.0,1,0.0,0.0,C0730700,hurt_need_doctor,False,True
638302,6383.0,1975.0,1990,15.0,1,0.0,0.0,C0942400,hurt_need_doctor,True,False
638302,6383.0,1975.0,1994,19.0,3,0.0,0.0,Y0375300;Y0375900;Y0376500,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
638401,6384.0,1979.0,1990,11.0,1,1.0,1.0,C0942400,hurt_need_doctor,False,True
638401,6384.0,1979.0,1994,15.0,3,0.0,0.0,Y0375300;Y0375900;Y0376500,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
638401,6384.0,1979.0,1996,17.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
638401,6384.0,1979.0,1998,19.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
638401,6384.0,1979.0,2000,21.0,1,0.0,0.0,Y1176200,physical_fight,True,False
638401,6384.0,1979.0,2002,23.0,1,0.0,0.0,Y1416800,physical_fight,True,False
638401,6384.0,1979.0,2004,25.0,1,0.0,0.0,Y1668200,physical_fight,True,False
638401,6384.0,1979.0,2006,27.0,1,0.0,0.0,Y1941500,physical_fight,False,False
638401,6384.0,1979.0,2008,29.0,1,0.0,0.0,Y2257500,physical_fight,False,False
638401,6384.0,1979.0,2012,33.0,1,0.0,0.0,Y2959200,physical_fight,False,False
638402,6384.0,1983.0,1998,15.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
638402,6384.0,1983.0,2000,17.0,1,0.0,0.0,Y1176200,physical_fight,True,False
638402,6384.0,1983.0,2002,19.0,1,0.0,0.0,Y1416800,physical_fight,True,False
638402,6384.0,1983.0,2004,21.0,1,0.0,0.0,Y1668200,physical_fight,True,False
638402,6384.0,1983.0,2006,23.0,1,0.0,0.0,Y1941500,physical_fight,True,False
638402,6384.0,1983.0,2008,25.0,1,0.0,0.0,Y2257500,physical_fight,True,False
638402,6384.0,1983.0,2010,27.0,1,1.0,1.0,Y2609100,physical_fight,False,False
638402,6384.0,1983.0,2012,29.0,1,0.0,0.0,Y2959200,physical_fight,False,False
638403,6384.0,1989.0,2004,15.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
638403,6384.0,1989.0,2006,17.0,1,0.0,0.0,Y1940600,hurt_physically,True,False
638701,6387.0,1980.0,1996,16.0,3,1.0,2.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
638701,6387.0,1980.0,1998,18.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
638701,6387.0,1980.0,2000,20.0,1,1.0,1.0,Y1176200,physical_fight,True,False
638701,6387.0,1980.0,2002,22.0,1,0.0,0.0,Y1416800,physical_fight,True,False
638701,6387.0,1980.0,2004,24.0,1,0.0,0.0,Y1668200,physical_fight,True,False
638701,6387.0,1980.0,2006,26.0,1,0.0,0.0,Y1941500,physical_fight,False,False
638701,6387.0,1980.0,2008,28.0,1,0.0,0.0,Y2257500,physical_fight,False,False
638701,6387.0,1980.0,2010,30.0,1,0.0,0.0,Y2609100,physical_fight,False,False
638702,6387.0,1986.0,2002,16.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
638702,6387.0,1986.0,2004,18.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
638702,6387.0,1986.0,2006,20.0,1,0.0,0.0,Y1941500,physical_fight,True,False
638702,6387.0,1986.0,2008,22.0,1,0.0,0.0,Y2257500,physical_fight,True,False
638702,6387.0,1986.0,2010,24.0,1,0.0,0.0,Y2609100,physical_fight,True,False
638702,6387.0,1986.0,2012,26.0,1,0.0,0.0,Y2959200,physical_fight,False,False
638901,6389.0,1976.0,1988,12.0,1,0.0,0.0,C0730700,hurt_need_doctor,False,True
638901,6389.0,1976.0,1990,14.0,1,1.0,1.0,C0942400,hurt_need_doctor,False,True
638901,6389.0,1976.0,1994,18.0,3,0.0,0.0,Y0375300;Y0375900;Y0376500,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
638901,6389.0,1976.0,1996,20.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
638901,6389.0,1976.0,2000,24.0,1,0.0,0.0,Y1176200,physical_fight,True,False
638901,6389.0,1976.0,2004,28.0,1,0.0,0.0,Y1668200,physical_fight,False,False
638901,6389.0,1976.0,2006,30.0,1,0.0,0.0,Y1941500,physical_fight,False,False
638901,6389.0,1976.0,2008,32.0,1,0.0,0.0,Y2257500,physical_fight,False,False
638901,6389.0,1976.0,2010,34.0,1,0.0,0.0,Y2609100,physical_fight,False,False
638902,6389.0,1982.0,2004,22.0,1,0.0,0.0,Y1668200,physical_fight,True,False
638902,6389.0,1982.0,2006,24.0,1,0.0,0.0,Y1941500,physical_fight,True,False
638902,6389.0,1982.0,2008,26.0,1,0.0,0.0,Y2257500,physical_fight,False,False
638902,6389.0,1982.0,2010,28.0,1,0.0,0.0,Y2609100,physical_fight,False,False
638902,6389.0,1982.0,2012,30.0,1,0.0,0.0,Y2959200,physical_fight,False,False
639301,6393.0,1982.0,1998,16.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
639301,6393.0,1982.0,2000,18.0,1,0.0,0.0,Y1176200,physical_fight,True,False
639301,6393.0,1982.0,2002,20.0,1,0.0,0.0,Y1416800,physical_fight,True,False
639301,6393.0,1982.0,2008,26.0,1,0.0,0.0,Y2257500,physical_fight,False,False
639301,6393.0,1982.0,2010,28.0,1,0.0,0.0,Y2609100,physical_fight,False,False
639302,6393.0,1985.0,2000,15.0,1,0.0,0.0,Y1176200,physical_fight,True,False
639302,6393.0,1985.0,2004,19.0,1,0.0,0.0,Y1668200,physical_fight,True,False
639302,6393.0,1985.0,2006,21.0,1,0.0,0.0,Y1941500,physical_fight,True,False
639302,6393.0,1985.0,2008,23.0,1,0.0,0.0,Y2257500,physical_fight,True,False
639302,6393.0,1985.0,2012,27.0,1,0.0,0.0,Y2959200,physical_fight,False,False
639401,6394.0,1980.0,1990,10.0,1,0.0,0.0,C0942400,hurt_need_doctor,False,True
639401,6394.0,1980.0,1996,16.0,3,1.0,1.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
639401,6394.0,1980.0,1998,18.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
639401,6394.0,1980.0,2000,20.0,1,0.0,0.0,Y1176200,physical_fight,True,False
639401,6394.0,1980.0,2002,22.0,1,0.0,0.0,Y1416800,physical_fight,True,False
639401,6394.0,1980.0,2004,24.0,1,0.0,0.0,Y1668200,physical_fight,True,False
639401,6394.0,1980.0,2006,26.0,1,0.0,0.0,Y1941500,physical_fight,False,False
639401,6394.0,1980.0,2008,28.0,1,1.0,1.0,Y2257500,physical_fight,False,False
639401,6394.0,1980.0,2010,30.0,1,0.0,0.0,Y2609100,physical_fight,False,False
639403,6394.0,1988.0,2004,16.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
639403,6394.0,1988.0,2006,18.0,1,0.0,0.0,Y1941500,physical_fight,True,False
639403,6394.0,1988.0,2008,20.0,1,0.0,0.0,Y2257500,physical_fight,True,False
639403,6394.0,1988.0,2010,22.0,1,0.0,0.0,Y2609100,physical_fight,True,False
639403,6394.0,1988.0,2012,24.0,1,0.0,0.0,Y2959200,physical_fight,True,False
639404,6394.0,1989.0,2004,15.0,1,1.0,1.0,Y1667300,hurt_physically,True,False
639404,6394.0,1989.0,2006,17.0,1,0.0,0.0,Y1940600,hurt_physically,True,False
639404,6394.0,1989.0,2008,19.0,1,0.0,0.0,Y2257500,physical_fight,True,False
639404,6394.0,1989.0,2010,21.0,1,0.0,0.0,Y2609100,physical_fight,True,False
639404,6394.0,1989.0,2012,23.0,1,0.0,0.0,Y2959200,physical_fight,True,False
639601,6396.0,1983.0,1998,15.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
639601,6396.0,1983.0,2002,19.0,1,0.0,0.0,Y1416800,physical_fight,True,False
639601,6396.0,1983.0,2004,21.0,1,0.0,0.0,Y1668200,physical_fight,True,False
639601,6396.0,1983.0,2006,23.0,1,0.0,0.0,Y1941500,physical_fight,True,False
639601,6396.0,1983.0,2008,25.0,1,0.0,0.0,Y2257500,physical_fight,True,False
639601,6396.0,1983.0,2010,27.0,1,0.0,0.0,Y2609100,physical_fight,False,False
639601,6396.0,1983.0,2012,29.0,1,0.0,0.0,Y2959200,physical_fight,False,False
639602,6396.0,1986.0,2002,16.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
639602,6396.0,1986.0,2004,18.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
639602,6396.0,1986.0,2006,20.0,1,0.0,0.0,Y1941500,physical_fight,True,False
639602,6396.0,1986.0,2008,22.0,1,0.0,0.0,Y2257500,physical_fight,True,False
639602,6396.0,1986.0,2010,24.0,1,0.0,0.0,Y2609100,physical_fight,True,False
639602,6396.0,1986.0,2012,26.0,1,0.0,0.0,Y2959200,physical_fight,False,False
639701,6397.0,1999.0,2014,15.0,1,0.0,0.0,Y3325701,hurt_physically,True,False
639901,6399.0,1973.0,1988,15.0,1,0.0,0.0,C0730700,hurt_need_doctor,True,False
639901,6399.0,1973.0,1990,17.0,1,0.0,0.0,C0942400,hurt_need_doctor,True,False
639901,6399.0,1973.0,1994,21.0,3,1.0,1.0,Y0375300;Y0375900;Y0376500,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
639901,6399.0,1973.0,2000,27.0,1,0.0,0.0,Y1176200,physical_fight,False,False
639901,6399.0,1973.0,2002,29.0,1,0.0,0.0,Y1416800,physical_fight,False,False
639901,6399.0,1973.0,2004,31.0,1,0.0,0.0,Y1668200,physical_fight,False,False
639901,6399.0,1973.0,2006,33.0,1,0.0,0.0,Y1941500,physical_fight,False,False
639901,6399.0,1973.0,2008,35.0,1,0.0,0.0,Y2257500,physical_fight,False,False
639901,6399.0,1973.0,2010,37.0,1,0.0,0.0,Y2609100,physical_fight,False,False
639902,6399.0,1974.0,1988,14.0,1,0.0,0.0,C0730700,hurt_need_doctor,False,True
639902,6399.0,1974.0,1990,16.0,1,0.0,0.0,C0942400,hurt_need_doctor,True,False
639902,6399.0,1974.0,1994,20.0,3,0.0,0.0,Y0375300;Y0375900;Y0376500,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
639902,6399.0,1974.0,1996,22.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
639902,6399.0,1974.0,2000,26.0,1,0.0,0.0,Y1176200,physical_fight,False,False
639902,6399.0,1974.0,2002,28.0,1,0.0,0.0,Y1416800,physical_fight,False,False
639902,6399.0,1974.0,2004,30.0,1,0.0,0.0,Y1668200,physical_fight,False,False
639902,6399.0,1974.0,2006,32.0,1,0.0,0.0,Y1941500,physical_fight,False,False
639902,6399.0,1974.0,2008,34.0,1,0.0,0.0,Y2257500,physical_fight,False,False
639902,6399.0,1974.0,2012,38.0,1,0.0,0.0,Y2959200,physical_fight,False,False
639903,6399.0,1976.0,1988,12.0,1,0.0,0.0,C0730700,hurt_need_doctor,False,True
639903,6399.0,1976.0,1990,14.0,1,0.0,0.0,C0942400,hurt_need_doctor,False,True
639903,6399.0,1976.0,1994,18.0,3,0.0,0.0,Y0375300;Y0375900;Y0376500,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
639903,6399.0,1976.0,1996,20.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
639903,6399.0,1976.0,2000,24.0,1,0.0,0.0,Y1176200,physical_fight,True,False
639903,6399.0,1976.0,2002,26.0,1,0.0,0.0,Y1416800,physical_fight,False,False
639903,6399.0,1976.0,2004,28.0,1,0.0,0.0,Y1668200,physical_fight,False,False
639903,6399.0,1976.0,2006,30.0,1,0.0,0.0,Y1941500,physical_fight,False,False
639903,6399.0,1976.0,2008,32.0,1,0.0,0.0,Y2257500,physical_fight,False,False
639903,6399.0,1976.0,2010,34.0,1,0.0,0.0,Y2609100,physical_fight,False,False
639904,6399.0,1980.0,1990,10.0,1,1.0,1.0,C0942400,hurt_need_doctor,False,True
639904,6399.0,1980.0,1996,16.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
639904,6399.0,1980.0,1998,18.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
639904,6399.0,1980.0,2000,20.0,1,0.0,0.0,Y1176200,physical_fight,True,False
639904,6399.0,1980.0,2002,22.0,1,0.0,0.0,Y1416800,physical_fight,True,False
639904,6399.0,1980.0,2004,24.0,1,0.0,0.0,Y1668200,physical_fight,True,False
639904,6399.0,1980.0,2006,26.0,1,0.0,0.0,Y1941500,physical_fight,False,False
639904,6399.0,1980.0,2008,28.0,1,0.0,0.0,Y2257500,physical_fight,False,False
639904,6399.0,1980.0,2010,30.0,1,0.0,0.0,Y2609100,physical_fight,False,False
640001,6400.0,1977.0,1990,13.0,1,0.0,0.0,C0942400,hurt_need_doctor,False,True
640001,6400.0,1977.0,1994,17.0,3,1.0,1.0,Y0375300;Y0375900;Y0376500,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
640001,6400.0,1977.0,1996,19.0,3,1.0,1.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
640001,6400.0,1977.0,2000,23.0,1,0.0,0.0,Y1176200,physical_fight,True,False
640001,6400.0,1977.0,2002,25.0,1,0.0,0.0,Y1416800,physical_fight,True,False
640001,6400.0,1977.0,2004,27.0,1,0.0,0.0,Y1668200,physical_fight,False,False
640001,6400.0,1977.0,2006,29.0,1,0.0,0.0,Y1941500,physical_fight,False,False
640001,6400.0,1977.0,2008,31.0,1,0.0,0.0,Y2257500,physical_fight,False,False
640001,6400.0,1977.0,2010,33.0,1,0.0,0.0,Y2609100,physical_fight,False,False
640002,6400.0,1980.0,1990,10.0,1,0.0,0.0,C0942400,hurt_need_doctor,False,True
640002,6400.0,1980.0,1996,16.0,3,1.0,2.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
640002,6400.0,1980.0,1998,18.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
640002,6400.0,1980.0,2000,20.0,1,0.0,0.0,Y1176200,physical_fight,True,False
640002,6400.0,1980.0,2002,22.0,1,0.0,0.0,Y1416800,physical_fight,True,False
640002,6400.0,1980.0,2004,24.0,1,0.0,0.0,Y1668200,physical_fight,True,False
640002,6400.0,1980.0,2006,26.0,1,1.0,1.0,Y1941500,physical_fight,False,False
640002,6400.0,1980.0,2008,28.0,1,0.0,0.0,Y2257500,physical_fight,False,False
640002,6400.0,1980.0,2010,30.0,1,0.0,0.0,Y2609100,physical_fight,False,False
640003,6400.0,1982.0,1988,6.0,1,0.0,0.0,C0730700,hurt_need_doctor,False,True
640003,6400.0,1982.0,2000,18.0,1,0.0,0.0,Y1176200,physical_fight,True,False
640003,6400.0,1982.0,2002,20.0,1,0.0,0.0,Y1416800,physical_fight,True,False
640003,6400.0,1982.0,2004,22.0,1,0.0,0.0,Y1668200,physical_fight,True,False
640003,6400.0,1982.0,2006,24.0,1,0.0,0.0,Y1941500,physical_fight,True,False
640003,6400.0,1982.0,2008,26.0,1,0.0,0.0,Y2257500,physical_fight,False,False
640003,6400.0,1982.0,2010,28.0,1,0.0,0.0,Y2609100,physical_fight,False,False
640003,6400.0,1982.0,2012,30.0,1,0.0,0.0,Y2959200,physical_fight,False,False
640401,6404.0,1975.0,1988,13.0,1,0.0,0.0,C0730700,hurt_need_doctor,False,True
640401,6404.0,1975.0,1990,15.0,1,0.0,0.0,C0942400,hurt_need_doctor,True,False
640401,6404.0,1975.0,1994,19.0,3,0.0,0.0,Y0375300;Y0375900;Y0376500,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
640401,6404.0,1975.0,1996,21.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
640401,6404.0,1975.0,2000,25.0,1,0.0,0.0,Y1176200,physical_fight,True,False
640401,6404.0,1975.0,2002,27.0,1,0.0,0.0,Y1416800,physical_fight,False,False
640401,6404.0,1975.0,2004,29.0,1,0.0,0.0,Y1668200,physical_fight,False,False
640401,6404.0,1975.0,2006,31.0,1,0.0,0.0,Y1941500,physical_fight,False,False
640401,6404.0,1975.0,2008,33.0,1,0.0,0.0,Y2257500,physical_fight,False,False
640401,6404.0,1975.0,2012,37.0,1,0.0,0.0,Y2959200,physical_fight,False,False
640402,6404.0,1980.0,1990,10.0,1,0.0,0.0,C0942400,hurt_need_doctor,False,True
640402,6404.0,1980.0,1996,16.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
640402,6404.0,1980.0,1998,18.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
640402,6404.0,1980.0,2000,20.0,1,0.0,0.0,Y1176200,physical_fight,True,False
640402,6404.0,1980.0,2002,22.0,1,0.0,0.0,Y1416800,physical_fight,True,False
640402,6404.0,1980.0,2004,24.0,1,0.0,0.0,Y1668200,physical_fight,True,False
640402,6404.0,1980.0,2006,26.0,1,0.0,0.0,Y1941500,physical_fight,False,False
640402,6404.0,1980.0,2008,28.0,1,0.0,0.0,Y2257500,physical_fight,False,False
640402,6404.0,1980.0,2010,30.0,1,0.0,0.0,Y2609100,physical_fight,False,False
640501,6405.0,1980.0,1996,16.0,3,1.0,1.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
640501,6405.0,1980.0,1998,18.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
640501,6405.0,1980.0,2000,20.0,1,0.0,0.0,Y1176200,physical_fight,True,False
640501,6405.0,1980.0,2002,22.0,1,0.0,0.0,Y1416800,physical_fight,True,False
640501,6405.0,1980.0,2004,24.0,1,0.0,0.0,Y1668200,physical_fight,True,False
640501,6405.0,1980.0,2006,26.0,1,0.0,0.0,Y1941500,physical_fight,False,False
640501,6405.0,1980.0,2008,28.0,1,0.0,0.0,Y2257500,physical_fight,False,False
640501,6405.0,1980.0,2010,30.0,1,0.0,0.0,Y2609100,physical_fight,False,False
640502,6405.0,1994.0,2010,16.0,1,0.0,0.0,Y2608200,hurt_physically,True,False
640502,6405.0,1994.0,2012,18.0,1,0.0,0.0,Y2959200,physical_fight,True,False
640701,6407.0,1981.0,1996,15.0,3,1.0,1.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
640701,6407.0,1981.0,1998,17.0,3,1.0,1.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
640701,6407.0,1981.0,2000,19.0,1,0.0,0.0,Y1176200,physical_fight,True,False
640701,6407.0,1981.0,2002,21.0,1,0.0,0.0,Y1416800,physical_fight,True,False
