C0000100,C0000200,birth_year,survey_year,age,n_items_observed,any_qualifying_event,positive_items,item_codes,item_families,in_age_window_15_25,pre_predictor_cutoff
359703,3597.0,1985.0,2010,25.0,1,0.0,0.0,Y2609100,physical_fight,True,False
359704,3597.0,1987.0,2002,15.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
359704,3597.0,1987.0,2004,17.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
359704,3597.0,1987.0,2006,19.0,1,0.0,0.0,Y1941500,physical_fight,True,False
359704,3597.0,1987.0,2008,21.0,1,0.0,0.0,Y2257500,physical_fight,True,False
359704,3597.0,1987.0,2010,23.0,1,0.0,0.0,Y2609100,physical_fight,True,False
359704,3597.0,1987.0,2012,25.0,1,0.0,0.0,Y2959200,physical_fight,True,False
359705,3597.0,2002.0,2016,14.0,1,0.0,0.0,Y3670801,hurt_physically,False,True
359705,3597.0,2002.0,2018,16.0,1,0.0,0.0,Y4275601,hurt_physically,True,False
360101,3601.0,1986.0,2002,16.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
360101,3601.0,1986.0,2004,18.0,1,0.0,0.0,Y1668200,physical_fight,True,False
360101,3601.0,1986.0,2006,20.0,1,0.0,0.0,Y1941500,physical_fight,True,False
360101,3601.0,1986.0,2008,22.0,1,0.0,0.0,Y2257500,physical_fight,True,False
360101,3601.0,1986.0,2010,24.0,1,0.0,0.0,Y2609100,physical_fight,True,False
360101,3601.0,1986.0,2012,26.0,1,0.0,0.0,Y2959200,physical_fight,False,False
360102,3601.0,1989.0,2004,15.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
360102,3601.0,1989.0,2006,17.0,1,0.0,0.0,Y1940600,hurt_physically,True,False
360102,3601.0,1989.0,2008,19.0,1,0.0,0.0,Y2257500,physical_fight,True,False
360102,3601.0,1989.0,2012,23.0,1,0.0,0.0,Y2959200,physical_fight,True,False
360103,3601.0,1991.0,2006,15.0,1,0.0,0.0,Y1940600,hurt_physically,True,False
360103,3601.0,1991.0,2008,17.0,1,0.0,0.0,Y2256600,hurt_physically,True,False
360103,3601.0,1991.0,2012,21.0,1,0.0,0.0,Y2959200,physical_fight,True,False
360301,3603.0,1985.0,2000,15.0,1,1.0,1.0,Y1176200,physical_fight,True,False
360301,3603.0,1985.0,2002,17.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
360301,3603.0,1985.0,2004,19.0,1,0.0,0.0,Y1668200,physical_fight,True,False
360301,3603.0,1985.0,2006,21.0,1,0.0,0.0,Y1941500,physical_fight,True,False
360301,3603.0,1985.0,2008,23.0,1,0.0,0.0,Y2257500,physical_fight,True,False
360301,3603.0,1985.0,2010,25.0,1,0.0,0.0,Y2609100,physical_fight,True,False
360301,3603.0,1985.0,2012,27.0,1,0.0,0.0,Y2959200,physical_fight,False,False
360303,3603.0,1989.0,2004,15.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
360303,3603.0,1989.0,2006,17.0,1,0.0,0.0,Y1940600,hurt_physically,True,False
360303,3603.0,1989.0,2008,19.0,1,0.0,0.0,Y2257500,physical_fight,True,False
360303,3603.0,1989.0,2010,21.0,1,0.0,0.0,Y2609100,physical_fight,True,False
360303,3603.0,1989.0,2012,23.0,1,0.0,0.0,Y2959200,physical_fight,True,False
360501,3605.0,1988.0,2004,16.0,1,1.0,1.0,Y1667300,hurt_physically,True,False
360501,3605.0,1988.0,2006,18.0,1,0.0,0.0,Y1940600,hurt_physically,True,False
360501,3605.0,1988.0,2008,20.0,1,0.0,0.0,Y2257500,physical_fight,True,False
360501,3605.0,1988.0,2010,22.0,1,1.0,1.0,Y2609100,physical_fight,True,False
360501,3605.0,1988.0,2012,24.0,1,0.0,0.0,Y2959200,physical_fight,True,False
360502,3605.0,1988.0,2004,16.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
360502,3605.0,1988.0,2006,18.0,1,0.0,0.0,Y1940600,hurt_physically,True,False
360502,3605.0,1988.0,2008,20.0,1,0.0,0.0,Y2257500,physical_fight,True,False
360502,3605.0,1988.0,2010,22.0,1,0.0,0.0,Y2609100,physical_fight,True,False
360502,3605.0,1988.0,2012,24.0,1,0.0,0.0,Y2959200,physical_fight,True,False
360601,3606.0,1980.0,1996,16.0,3,1.0,2.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
360601,3606.0,1980.0,1998,18.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
360601,3606.0,1980.0,2000,20.0,1,0.0,0.0,Y1176200,physical_fight,True,False
360601,3606.0,1980.0,2002,22.0,1,0.0,0.0,Y1416800,physical_fight,True,False
360601,3606.0,1980.0,2004,24.0,1,0.0,0.0,Y1668200,physical_fight,True,False
360601,3606.0,1980.0,2006,26.0,1,0.0,0.0,Y1941500,physical_fight,False,False
360601,3606.0,1980.0,2008,28.0,1,0.0,0.0,Y2257500,physical_fight,False,False
360601,3606.0,1980.0,2010,30.0,1,0.0,0.0,Y2609100,physical_fight,False,False
360602,3606.0,1982.0,1998,16.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
360602,3606.0,1982.0,2000,18.0,1,1.0,1.0,Y1176200,physical_fight,True,False
360602,3606.0,1982.0,2002,20.0,1,0.0,0.0,Y1416800,physical_fight,True,False
360602,3606.0,1982.0,2004,22.0,1,0.0,0.0,Y1668200,physical_fight,True,False
360602,3606.0,1982.0,2006,24.0,1,0.0,0.0,Y1941500,physical_fight,True,False
360602,3606.0,1982.0,2008,26.0,1,0.0,0.0,Y2257500,physical_fight,False,False
360602,3606.0,1982.0,2010,28.0,1,0.0,0.0,Y2609100,physical_fight,False,False
360602,3606.0,1982.0,2012,30.0,1,0.0,0.0,Y2959200,physical_fight,False,False
360603,3606.0,1984.0,2000,16.0,1,1.0,1.0,Y1176200,physical_fight,True,False
360603,3606.0,1984.0,2002,18.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
360603,3606.0,1984.0,2004,20.0,1,0.0,0.0,Y1668200,physical_fight,True,False
360603,3606.0,1984.0,2006,22.0,1,0.0,0.0,Y1941500,physical_fight,True,False
360603,3606.0,1984.0,2008,24.0,1,0.0,0.0,Y2257500,physical_fight,True,False
360603,3606.0,1984.0,2010,26.0,1,0.0,0.0,Y2609100,physical_fight,False,False
360603,3606.0,1984.0,2012,28.0,1,0.0,0.0,Y2959200,physical_fight,False,False
360901,3609.0,1989.0,2004,15.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
360901,3609.0,1989.0,2006,17.0,1,0.0,0.0,Y1940600,hurt_physically,True,False
360901,3609.0,1989.0,2008,19.0,1,0.0,0.0,Y2257500,physical_fight,True,False
360901,3609.0,1989.0,2010,21.0,1,0.0,0.0,Y2609100,physical_fight,True,False
360901,3609.0,1989.0,2012,23.0,1,0.0,0.0,Y2959200,physical_fight,True,False
360902,3609.0,1994.0,2010,16.0,1,0.0,0.0,Y2608200,hurt_physically,True,False
360902,3609.0,1994.0,2012,18.0,1,0.0,0.0,Y2959200,physical_fight,True,False
360903,3609.0,1997.0,2012,15.0,1,0.0,0.0,Y2958300,hurt_physically,True,False
360903,3609.0,1997.0,2014,17.0,1,0.0,0.0,Y3325701,hurt_physically,True,False
361001,3610.0,1984.0,2000,16.0,1,0.0,0.0,Y1176200,physical_fight,True,False
361001,3610.0,1984.0,2002,18.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
361001,3610.0,1984.0,2004,20.0,1,0.0,0.0,Y1668200,physical_fight,True,False
361001,3610.0,1984.0,2006,22.0,1,0.0,0.0,Y1941500,physical_fight,True,False
361001,3610.0,1984.0,2008,24.0,1,0.0,0.0,Y2257500,physical_fight,True,False
361001,3610.0,1984.0,2010,26.0,1,0.0,0.0,Y2609100,physical_fight,False,False
361001,3610.0,1984.0,2012,28.0,1,0.0,0.0,Y2959200,physical_fight,False,False
361101,3611.0,1983.0,1998,15.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
361101,3611.0,1983.0,2000,17.0,1,0.0,0.0,Y1176200,physical_fight,True,False
361101,3611.0,1983.0,2002,19.0,1,0.0,0.0,Y1416800,physical_fight,True,False
361101,3611.0,1983.0,2004,21.0,1,0.0,0.0,Y1668200,physical_fight,True,False
361101,3611.0,1983.0,2006,23.0,1,0.0,0.0,Y1941500,physical_fight,True,False
361101,3611.0,1983.0,2008,25.0,1,0.0,0.0,Y2257500,physical_fight,True,False
361101,3611.0,1983.0,2010,27.0,1,0.0,0.0,Y2609100,physical_fight,False,False
361101,3611.0,1983.0,2012,29.0,1,0.0,0.0,Y2959200,physical_fight,False,False
361102,3611.0,1985.0,2000,15.0,1,0.0,0.0,Y1176200,physical_fight,True,False
361102,3611.0,1985.0,2002,17.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
361102,3611.0,1985.0,2004,19.0,1,0.0,0.0,Y1668200,physical_fight,True,False
361102,3611.0,1985.0,2006,21.0,1,0.0,0.0,Y1941500,physical_fight,True,False
361102,3611.0,1985.0,2008,23.0,1,0.0,0.0,Y2257500,physical_fight,True,False
361102,3611.0,1985.0,2010,25.0,1,0.0,0.0,Y2609100,physical_fight,True,False
361102,3611.0,1985.0,2012,27.0,1,0.0,0.0,Y2959200,physical_fight,False,False
361103,3611.0,1992.0,2008,16.0,1,0.0,0.0,Y2256600,hurt_physically,True,False
361103,3611.0,1992.0,2010,18.0,1,0.0,0.0,Y2608200,hurt_physically,True,False
361103,3611.0,1992.0,2012,20.0,1,0.0,0.0,Y2959200,physical_fight,True,False
361301,3613.0,1987.0,2002,15.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
361301,3613.0,1987.0,2004,17.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
361301,3613.0,1987.0,2006,19.0,1,0.0,0.0,Y1941500,physical_fight,True,False
361301,3613.0,1987.0,2008,21.0,1,0.0,0.0,Y2257500,physical_fight,True,False
361301,3613.0,1987.0,2010,23.0,1,0.0,0.0,Y2609100,physical_fight,True,False
361301,3613.0,1987.0,2012,25.0,1,0.0,0.0,Y2959200,physical_fight,True,False
361401,3614.0,1982.0,1998,16.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
361401,3614.0,1982.0,2000,18.0,1,0.0,0.0,Y1176200,physical_fight,True,False
361401,3614.0,1982.0,2002,20.0,1,0.0,0.0,Y1416800,physical_fight,True,False
361401,3614.0,1982.0,2004,22.0,1,0.0,0.0,Y1668200,physical_fight,True,False
361401,3614.0,1982.0,2006,24.0,1,0.0,0.0,Y1941500,physical_fight,True,False
361401,3614.0,1982.0,2008,26.0,1,0.0,0.0,Y2257500,physical_fight,False,False
361401,3614.0,1982.0,2010,28.0,1,0.0,0.0,Y2609100,physical_fight,False,False
361401,3614.0,1982.0,2012,30.0,1,0.0,0.0,Y2959200,physical_fight,False,False
361402,3614.0,1987.0,2002,15.0,1,1.0,1.0,Y1415900,hurt_physically,True,False
361402,3614.0,1987.0,2004,17.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
361402,3614.0,1987.0,2006,19.0,1,0.0,0.0,Y1941500,physical_fight,True,False
361402,3614.0,1987.0,2008,21.0,1,0.0,0.0,Y2257500,physical_fight,True,False
361402,3614.0,1987.0,2010,23.0,1,0.0,0.0,Y2609100,physical_fight,True,False
361402,3614.0,1987.0,2012,25.0,1,0.0,0.0,Y2959200,physical_fight,True,False
362402,3624.0,1992.0,2008,16.0,1,0.0,0.0,Y2256600,hurt_physically,True,False
362402,3624.0,1992.0,2010,18.0,1,0.0,0.0,Y2608200,hurt_physically,True,False
362402,3624.0,1992.0,2012,20.0,1,0.0,0.0,Y2959200,physical_fight,True,False
362601,3626.0,1986.0,2002,16.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
362601,3626.0,1986.0,2004,18.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
362601,3626.0,1986.0,2006,20.0,1,0.0,0.0,Y1941500,physical_fight,True,False
362601,3626.0,1986.0,2008,22.0,1,0.0,0.0,Y2257500,physical_fight,True,False
362602,3626.0,1989.0,2004,15.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
362602,3626.0,1989.0,2006,17.0,1,0.0,0.0,Y1940600,hurt_physically,True,False
362602,3626.0,1989.0,2008,19.0,1,0.0,0.0,Y2257500,physical_fight,True,False
362602,3626.0,1989.0,2010,21.0,1,0.0,0.0,Y2609100,physical_fight,True,False
363301,3633.0,1985.0,2000,15.0,1,1.0,1.0,Y1176200,physical_fight,True,False
363301,3633.0,1985.0,2002,17.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
363301,3633.0,1985.0,2004,19.0,1,0.0,0.0,Y1668200,physical_fight,True,False
363301,3633.0,1985.0,2006,21.0,1,0.0,0.0,Y1941500,physical_fight,True,False
363301,3633.0,1985.0,2008,23.0,1,0.0,0.0,Y2257500,physical_fight,True,False
363301,3633.0,1985.0,2010,25.0,1,0.0,0.0,Y2609100,physical_fight,True,False
363301,3633.0,1985.0,2012,27.0,1,0.0,0.0,Y2959200,physical_fight,False,False
363302,3633.0,1988.0,2004,16.0,1,1.0,1.0,Y1667300,hurt_physically,True,False
363302,3633.0,1988.0,2006,18.0,1,0.0,0.0,Y1941500,physical_fight,True,False
363302,3633.0,1988.0,2008,20.0,1,0.0,0.0,Y2257500,physical_fight,True,False
363302,3633.0,1988.0,2010,22.0,1,0.0,0.0,Y2609100,physical_fight,True,False
363302,3633.0,1988.0,2012,24.0,1,0.0,0.0,Y2959200,physical_fight,True,False
363303,3633.0,1998.0,2014,16.0,1,0.0,0.0,Y3325701,hurt_physically,True,False
363501,3635.0,1979.0,1990,11.0,1,0.0,0.0,C0942400,hurt_need_doctor,False,True
363501,3635.0,1979.0,1994,15.0,3,1.0,1.0,Y0375300;Y0375900;Y0376500,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
363501,3635.0,1979.0,1996,17.0,3,1.0,1.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
363501,3635.0,1979.0,2000,21.0,1,0.0,0.0,Y1176200,physical_fight,True,False
363501,3635.0,1979.0,2002,23.0,1,1.0,1.0,Y1416800,physical_fight,True,False
363501,3635.0,1979.0,2004,25.0,1,0.0,0.0,Y1668200,physical_fight,True,False
363501,3635.0,1979.0,2006,27.0,1,0.0,0.0,Y1941500,physical_fight,False,False
363502,3635.0,1981.0,1996,15.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
363502,3635.0,1981.0,1998,17.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
363502,3635.0,1981.0,2002,21.0,1,0.0,0.0,Y1416800,physical_fight,True,False
363502,3635.0,1981.0,2004,23.0,1,0.0,0.0,Y1668200,physical_fight,True,False
363502,3635.0,1981.0,2008,27.0,1,0.0,0.0,Y2257500,physical_fight,False,False
363502,3635.0,1981.0,2010,29.0,1,0.0,0.0,Y2609100,physical_fight,False,False
363502,3635.0,1981.0,2012,31.0,1,0.0,0.0,Y2959200,physical_fight,False,False
363701,3637.0,1975.0,1988,13.0,1,0.0,0.0,C0730700,hurt_need_doctor,False,True
363701,3637.0,1975.0,1994,19.0,3,1.0,1.0,Y0375300;Y0375900;Y0376500,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
363701,3637.0,1975.0,2000,25.0,1,0.0,0.0,Y1176200,physical_fight,True,False
363701,3637.0,1975.0,2002,27.0,1,0.0,0.0,Y1416800,physical_fight,False,False
363701,3637.0,1975.0,2004,29.0,1,0.0,0.0,Y1668200,physical_fight,False,False
363701,3637.0,1975.0,2006,31.0,1,0.0,0.0,Y1941500,physical_fight,False,False
363701,3637.0,1975.0,2008,33.0,1,0.0,0.0,Y2257500,physical_fight,False,False
363701,3637.0,1975.0,2012,37.0,1,0.0,0.0,Y2959200,physical_fight,False,False
363703,3637.0,1980.0,1996,16.0,3,1.0,2.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
363703,3637.0,1980.0,1998,18.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
363703,3637.0,1980.0,2000,20.0,1,0.0,0.0,Y1176200,physical_fight,True,False
363703,3637.0,1980.0,2002,22.0,1,0.0,0.0,Y1416800,physical_fight,True,False
363703,3637.0,1980.0,2004,24.0,1,0.0,0.0,Y1668200,physical_fight,True,False
363703,3637.0,1980.0,2006,26.0,1,0.0,0.0,Y1941500,physical_fight,False,False
363703,3637.0,1980.0,2008,28.0,1,0.0,0.0,Y2257500,physical_fight,False,False
363703,3637.0,1980.0,2010,30.0,1,0.0,0.0,Y2609100,physical_fight,False,False
364101,3641.0,1981.0,1996,15.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
364101,3641.0,1981.0,1998,17.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
364101,3641.0,1981.0,2000,19.0,1,0.0,0.0,Y1176200,physical_fight,True,False
364101,3641.0,1981.0,2002,21.0,1,0.0,0.0,Y1416800,physical_fight,True,False
364101,3641.0,1981.0,2004,23.0,1,0.0,0.0,Y1668200,physical_fight,True,False
364101,3641.0,1981.0,2006,25.0,1,0.0,0.0,Y1941500,physical_fight,True,False
364101,3641.0,1981.0,2008,27.0,1,0.0,0.0,Y2257500,physical_fight,False,False
364101,3641.0,1981.0,2010,29.0,1,0.0,0.0,Y2609100,physical_fight,False,False
364102,3641.0,1990.0,2006,16.0,1,0.0,0.0,Y1940600,hurt_physically,True,False
364102,3641.0,1990.0,2008,18.0,1,0.0,0.0,Y2256600,hurt_physically,True,False
364102,3641.0,1990.0,2010,20.0,1,0.0,0.0,Y2609100,physical_fight,True,False
364102,3641.0,1990.0,2012,22.0,1,0.0,0.0,Y2959200,physical_fight,True,False
364103,3641.0,1998.0,2014,16.0,1,0.0,0.0,Y3325701,hurt_physically,True,False
364702,3647.0,1980.0,2002,22.0,1,1.0,1.0,Y1416800,physical_fight,True,False
364702,3647.0,1980.0,2004,24.0,1,0.0,0.0,Y1668200,physical_fight,True,False
364702,3647.0,1980.0,2006,26.0,1,0.0,0.0,Y1941500,physical_fight,False,False
364702,3647.0,1980.0,2008,28.0,1,0.0,0.0,Y2257500,physical_fight,False,False
364703,3647.0,1981.0,2000,19.0,1,0.0,0.0,Y1176200,physical_fight,True,False
364703,3647.0,1981.0,2002,21.0,1,0.0,0.0,Y1416800,physical_fight,True,False
364703,3647.0,1981.0,2004,23.0,1,0.0,0.0,Y1668200,physical_fight,True,False
364703,3647.0,1981.0,2006,25.0,1,0.0,0.0,Y1941500,physical_fight,True,False
364703,3647.0,1981.0,2008,27.0,1,0.0,0.0,Y2257500,physical_fight,False,False
364703,3647.0,1981.0,2010,29.0,1,0.0,0.0,Y2609100,physical_fight,False,False
364801,3648.0,1981.0,1996,15.0,3,0.0,0.0,Y0669000;Y0669600;Y0670200,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
364801,3648.0,1981.0,2000,19.0,1,0.0,0.0,Y1176200,physical_fight,True,False
364801,3648.0,1981.0,2002,21.0,1,0.0,0.0,Y1416800,physical_fight,True,False
364801,3648.0,1981.0,2006,25.0,1,0.0,0.0,Y1941500,physical_fight,True,False
364801,3648.0,1981.0,2008,27.0,1,0.0,0.0,Y2257500,physical_fight,False,False
364801,3648.0,1981.0,2010,29.0,1,0.0,0.0,Y2609100,physical_fight,False,False
364803,3648.0,1984.0,2000,16.0,1,1.0,1.0,Y1176200,physical_fight,True,False
364803,3648.0,1984.0,2002,18.0,1,0.0,0.0,Y1416800,physical_fight,True,False
364803,3648.0,1984.0,2004,20.0,1,0.0,0.0,Y1668200,physical_fight,True,False
364803,3648.0,1984.0,2006,22.0,1,0.0,0.0,Y1941500,physical_fight,True,False
364803,3648.0,1984.0,2008,24.0,1,0.0,0.0,Y2257500,physical_fight,True,False
364803,3648.0,1984.0,2010,26.0,1,0.0,0.0,Y2609100,physical_fight,False,False
364803,3648.0,1984.0,2012,28.0,1,0.0,0.0,Y2959200,physical_fight,False,False
364804,3648.0,1985.0,2000,15.0,1,0.0,0.0,Y1176200,physical_fight,True,False
364804,3648.0,1985.0,2002,17.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
364804,3648.0,1985.0,2004,19.0,1,0.0,0.0,Y1668200,physical_fight,True,False
364804,3648.0,1985.0,2006,21.0,1,0.0,0.0,Y1941500,physical_fight,True,False
364804,3648.0,1985.0,2008,23.0,1,0.0,0.0,Y2257500,physical_fight,True,False
364804,3648.0,1985.0,2010,25.0,1,0.0,0.0,Y2609100,physical_fight,True,False
364804,3648.0,1985.0,2012,27.0,1,0.0,0.0,Y2959200,physical_fight,False,False
364805,3648.0,1987.0,2002,15.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
364805,3648.0,1987.0,2004,17.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
364805,3648.0,1987.0,2006,19.0,1,0.0,0.0,Y1941500,physical_fight,True,False
364805,3648.0,1987.0,2008,21.0,1,0.0,0.0,Y2257500,physical_fight,True,False
364805,3648.0,1987.0,2010,23.0,1,0.0,0.0,Y2609100,physical_fight,True,False
364805,3648.0,1987.0,2012,25.0,1,0.0,0.0,Y2959200,physical_fight,True,False
364901,3649.0,1982.0,2000,18.0,1,0.0,0.0,Y1176200,physical_fight,True,False
364901,3649.0,1982.0,2002,20.0,1,0.0,0.0,Y1416800,physical_fight,True,False
364901,3649.0,1982.0,2004,22.0,1,0.0,0.0,Y1668200,physical_fight,True,False
364901,3649.0,1982.0,2006,24.0,1,0.0,0.0,Y1941500,physical_fight,True,False
364901,3649.0,1982.0,2008,26.0,1,0.0,0.0,Y2257500,physical_fight,False,False
364901,3649.0,1982.0,2010,28.0,1,0.0,0.0,Y2609100,physical_fight,False,False
364901,3649.0,1982.0,2012,30.0,1,0.0,0.0,Y2959200,physical_fight,False,False
364902,3649.0,1983.0,2000,17.0,1,1.0,1.0,Y1176200,physical_fight,True,False
364902,3649.0,1983.0,2002,19.0,1,1.0,1.0,Y1416800,physical_fight,True,False
364902,3649.0,1983.0,2004,21.0,1,0.0,0.0,Y1668200,physical_fight,True,False
364902,3649.0,1983.0,2008,25.0,1,0.0,0.0,Y2257500,physical_fight,True,False
364902,3649.0,1983.0,2010,27.0,1,0.0,0.0,Y2609100,physical_fight,False,False
364903,3649.0,1988.0,2004,16.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
364903,3649.0,1988.0,2006,18.0,1,0.0,0.0,Y1941500,physical_fight,True,False
364903,3649.0,1988.0,2008,20.0,1,0.0,0.0,Y2257500,physical_fight,True,False
364903,3649.0,1988.0,2010,22.0,1,0.0,0.0,Y2609100,physical_fight,True,False
364903,3649.0,1988.0,2012,24.0,1,0.0,0.0,Y2959200,physical_fight,True,False
365001,3650.0,1983.0,1998,15.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
365001,3650.0,1983.0,2000,17.0,1,0.0,0.0,Y1176200,physical_fight,True,False
365001,3650.0,1983.0,2002,19.0,1,0.0,0.0,Y1416800,physical_fight,True,False
365001,3650.0,1983.0,2004,21.0,1,0.0,0.0,Y1668200,physical_fight,True,False
365001,3650.0,1983.0,2006,23.0,1,0.0,0.0,Y1941500,physical_fight,True,False
365001,3650.0,1983.0,2008,25.0,1,0.0,0.0,Y2257500,physical_fight,True,False
365001,3650.0,1983.0,2010,27.0,1,0.0,0.0,Y2609100,physical_fight,False,False
365001,3650.0,1983.0,2012,29.0,1,0.0,0.0,Y2959200,physical_fight,False,False
365002,3650.0,1985.0,2000,15.0,1,0.0,0.0,Y1176200,physical_fight,True,False
365002,3650.0,1985.0,2002,17.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
365002,3650.0,1985.0,2004,19.0,1,0.0,0.0,Y1668200,physical_fight,True,False
365002,3650.0,1985.0,2006,21.0,1,0.0,0.0,Y1941500,physical_fight,True,False
365002,3650.0,1985.0,2008,23.0,1,0.0,0.0,Y2257500,physical_fight,True,False
365002,3650.0,1985.0,2010,25.0,1,0.0,0.0,Y2609100,physical_fight,True,False
365002,3650.0,1985.0,2012,27.0,1,0.0,0.0,Y2959200,physical_fight,False,False
365003,3650.0,1988.0,2004,16.0,1,0.0,0.0,Y1667300,hurt_physically,True,False
365003,3650.0,1988.0,2006,18.0,1,0.0,0.0,Y1940600,hurt_physically,True,False
365003,3650.0,1988.0,2008,20.0,1,0.0,0.0,Y2257500,physical_fight,True,False
365003,3650.0,1988.0,2010,22.0,1,0.0,0.0,Y2609100,physical_fight,True,False
365003,3650.0,1988.0,2012,24.0,1,0.0,0.0,Y2959200,physical_fight,True,False
365101,3651.0,1982.0,1998,16.0,3,0.0,0.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
365101,3651.0,1982.0,2000,18.0,1,1.0,1.0,Y1176200,physical_fight,True,False
365101,3651.0,1982.0,2002,20.0,1,0.0,0.0,Y1416800,physical_fight,True,False
365101,3651.0,1982.0,2004,22.0,1,0.0,0.0,Y1668200,physical_fight,True,False
365101,3651.0,1982.0,2006,24.0,1,0.0,0.0,Y1941500,physical_fight,True,False
365101,3651.0,1982.0,2008,26.0,1,0.0,0.0,Y2257500,physical_fight,False,False
365101,3651.0,1982.0,2010,28.0,1,0.0,0.0,Y2609100,physical_fight,False,False
365101,3651.0,1982.0,2012,30.0,1,0.0,0.0,Y2959200,physical_fight,False,False
365201,3652.0,1980.0,1998,18.0,3,1.0,2.0,Y0966400;Y0967000;Y0967600,attacked_to_hurt;hurt_need_doctor;physical_fight,True,False
365201,3652.0,1980.0,2000,20.0,1,0.0,0.0,Y1176200,physical_fight,True,False
365201,3652.0,1980.0,2002,22.0,1,0.0,0.0,Y1416800,physical_fight,True,False
365201,3652.0,1980.0,2004,24.0,1,0.0,0.0,Y1668200,physical_fight,True,False
365201,3652.0,1980.0,2006,26.0,1,0.0,0.0,Y1941500,physical_fight,False,False
365201,3652.0,1980.0,2008,28.0,1,0.0,0.0,Y2257500,physical_fight,False,False
365201,3652.0,1980.0,2010,30.0,1,0.0,0.0,Y2609100,physical_fight,False,False
365401,3654.0,1985.0,2000,15.0,1,0.0,0.0,Y1176200,physical_fight,True,False
365401,3654.0,1985.0,2002,17.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
365401,3654.0,1985.0,2004,19.0,1,0.0,0.0,Y1668200,physical_fight,True,False
365401,3654.0,1985.0,2006,21.0,1,0.0,0.0,Y1941500,physical_fight,True,False
365401,3654.0,1985.0,2008,23.0,1,0.0,0.0,Y2257500,physical_fight,True,False
365401,3654.0,1985.0,2010,25.0,1,0.0,0.0,Y2609100,physical_fight,True,False
365401,3654.0,1985.0,2012,27.0,1,0.0,0.0,Y2959200,physical_fight,False,False
365402,3654.0,1985.0,2000,15.0,1,0.0,0.0,Y1176200,physical_fight,True,False
365402,3654.0,1985.0,2002,17.0,1,0.0,0.0,Y1415900,hurt_physically,True,False
365402,3654.0,1985.0,2004,19.0,1,0.0,0.0,Y1668200,physical_fight,True,False
365402,3654.0,1985.0,2006,21.0,1,0.0,0.0,Y1941500,physical_fight,True,False
365402,3654.0,1985.0,2008,23.0,1,0.0,0.0,Y2257500,physical_fight,True,False
